trace_label,question_id,trial_idx,tinker_normalized_score,tinker_points_earned,tinker_points_possible,tinker_final_answer_correct,qwen_normalized_score,qwen_points_earned,qwen_points_possible,qwen_final_answer_correct,llama_normalized_score,llama_points_earned,llama_points_possible,llama_final_answer_correct,nemotron_normalized_score,nemotron_points_earned,nemotron_points_possible,nemotron_final_answer_correct,score_spread
gem31pro,bf-77a2cbc3ee,0,0.0000,0.00,29.00,false,0.0000,0.00,29.00,false,0.0000,0.00,29.00,true,0.0000,0.00,29.00,false,0.0000
gem31pro,bf-77a2cbc3ee,1,0.0000,0.00,29.00,false,0.0000,0.00,29.00,false,0.0000,0.00,29.00,true,0.5172,15.00,29.00,false,0.5172
gem31pro,bf-77a2cbc3ee,2,0.0000,0.00,29.00,false,0.0690,2.00,29.00,false,0.6552,19.00,29.00,true,0.0690,2.00,29.00,false,0.6552
gem31pro,bf-80a8d42d12,0,0.0000,0.00,39.00,false,0.0000,0.00,39.00,false,0.0000,0.00,39.00,true,0.7949,31.00,39.00,false,0.7949
gem31pro,bf-80a8d42d12,1,0.0000,0.00,39.00,false,0.7436,29.00,39.00,false,0.3846,15.00,39.00,true,0.0769,3.00,39.00,false,0.7436
gem31pro,bf-80a8d42d12,2,0.0000,0.00,39.00,false,0.1538,6.00,39.00,false,0.3846,15.00,39.00,true,0.0256,1.00,39.00,true,0.3846
gem31pro,bf-80db2fdd07,0,0.0000,0.00,21.00,false,1.0000,21.00,21.00,true,1.0000,21.00,21.00,true,1.0000,21.00,21.00,true,1.0000
gem31pro,bf-80db2fdd07,1,0.0000,0.00,21.00,false,1.0000,21.00,21.00,true,0.6667,14.00,21.00,true,0.0952,2.00,21.00,true,1.0000
gem31pro,bf-80db2fdd07,2,0.0000,0.00,21.00,false,1.0000,21.00,21.00,true,0.9524,20.00,21.00,true,0.8095,17.00,21.00,true,1.0000
gem31pro,bf-87f9ec55fa,0,0.0000,0.00,49.00,false,0.6939,34.00,49.00,false,1.0000,49.00,49.00,true,0.0408,2.00,49.00,false,1.0000
gem31pro,bf-87f9ec55fa,1,0.0000,0.00,49.00,false,0.2857,14.00,49.00,false,1.0000,49.00,49.00,true,0.3469,17.00,49.00,false,1.0000
gem31pro,bf-87f9ec55fa,2,0.0000,0.00,49.00,false,0.2653,13.00,49.00,false,1.0000,49.00,49.00,true,0.2857,14.00,49.00,false,1.0000
gem31pro,bf-8ccf07aa37,0,0.0000,0.00,22.00,false,1.0000,22.00,22.00,true,1.0000,22.00,22.00,true,1.0000,22.00,22.00,true,1.0000
gem31pro,bf-8ccf07aa37,1,0.0000,0.00,22.00,false,0.0000,0.00,22.00,false,1.0000,22.00,22.00,true,1.0000,22.00,22.00,false,1.0000
gem31pro,bf-8ccf07aa37,2,0.0000,0.00,22.00,false,0.0909,2.00,22.00,false,1.0000,22.00,22.00,true,0.0909,2.00,22.00,false,1.0000
gem31pro,bf-8d95e11919,0,0.0000,0.00,38.00,false,0.1842,7.00,38.00,false,0.5526,21.00,38.00,true,0.0000,0.00,38.00,false,0.5526
gem31pro,bf-8d95e11919,1,0.0000,0.00,38.00,false,0.5526,21.00,38.00,false,1.0000,38.00,38.00,true,0.5000,19.00,38.00,false,1.0000
gem31pro,bf-8d95e11919,2,0.0000,0.00,38.00,false,0.5526,21.00,38.00,false,0.7632,29.00,38.00,true,0.3421,13.00,38.00,false,0.7632
gem31pro,bf-9e1fff9250,0,0.0000,0.00,34.00,false,0.0000,0.00,34.00,false,1.0000,34.00,34.00,true,1.0000,34.00,34.00,false,1.0000
gem31pro,bf-9e1fff9250,1,0.1471,5.00,34.00,false,0.4706,16.00,34.00,false,1.0000,34.00,34.00,true,1.0000,34.00,34.00,false,0.8529
gem31pro,bf-9e1fff9250,2,0.0000,0.00,34.00,false,0.1471,5.00,34.00,false,0.8824,30.00,34.00,true,0.6471,22.00,34.00,false,0.8824
gem31pro,bf-9fb74e0fff,0,0.0000,0.00,34.00,false,0.3235,11.00,34.00,false,0.0882,3.00,34.00,true,0.2353,8.00,34.00,false,0.3235
gem31pro,bf-9fb74e0fff,1,0.0000,0.00,34.00,false,0.3235,11.00,34.00,false,0.0882,3.00,34.00,true,0.2353,8.00,34.00,false,0.3235
gem31pro,bf-9fb74e0fff,2,0.0000,0.00,34.00,false,0.3235,11.00,34.00,false,0.1176,4.00,34.00,true,0.2647,9.00,34.00,false,0.3235
gem31pro,bf-a45651184d,0,0.0000,0.00,45.00,false,0.5111,23.00,45.00,false,1.0000,45.00,45.00,true,0.7333,33.00,45.00,false,1.0000
gem31pro,bf-a45651184d,1,0.0000,0.00,45.00,false,0.7778,35.00,45.00,false,1.0000,45.00,45.00,true,1.0000,45.00,45.00,false,1.0000
gem31pro,bf-a45651184d,2,0.0000,0.00,45.00,false,1.0000,45.00,45.00,false,1.0000,45.00,45.00,true,0.7778,35.00,45.00,false,1.0000
gem31pro,bf-a6ecc2c171,0,0.0000,0.00,15.00,false,1.0000,15.00,15.00,true,1.0000,15.00,15.00,true,1.0000,15.00,15.00,true,1.0000
gem31pro,bf-a6ecc2c171,1,0.0000,0.00,15.00,false,1.0000,15.00,15.00,true,0.7333,11.00,15.00,true,1.0000,15.00,15.00,true,1.0000
gem31pro,bf-a6ecc2c171,2,0.0000,0.00,15.00,false,1.0000,15.00,15.00,true,1.0000,15.00,15.00,true,1.0000,15.00,15.00,true,1.0000
gem31pro,bf-a838bf1b8e,0,0.0000,0.00,105.00,false,0.0000,0.00,105.00,false,0.0000,0.00,105.00,false,0.0000,0.00,105.00,false,0.0000
gem31pro,bf-a838bf1b8e,1,0.0000,0.00,105.00,false,0.5238,55.00,105.00,false,0.5238,55.00,105.00,true,0.3524,37.00,105.00,false,0.5238
gem31pro,bf-a838bf1b8e,2,0.0000,0.00,105.00,false,0.0000,0.00,105.00,false,0.0000,0.00,105.00,false,0.0000,0.00,105.00,false,0.0000
gem31pro,bf-a9408e6a52,0,0.0000,0.00,84.00,false,1.0000,84.00,84.00,true,1.0000,84.00,84.00,true,0.9643,81.00,84.00,true,1.0000
gem31pro,bf-a9408e6a52,1,0.0000,0.00,84.00,false,1.0000,84.00,84.00,true,1.0000,84.00,84.00,true,1.0000,84.00,84.00,true,1.0000
gem31pro,bf-a9408e6a52,2,0.0000,0.00,84.00,false,1.0000,84.00,84.00,true,1.0000,84.00,84.00,true,1.0000,84.00,84.00,true,1.0000
gem31pro,bf-aedffb054a,0,0.0000,0.00,25.00,false,1.0000,25.00,25.00,true,1.0000,25.00,25.00,true,1.0000,25.00,25.00,true,1.0000
gem31pro,bf-aedffb054a,1,0.0000,0.00,25.00,false,1.0000,25.00,25.00,true,1.0000,25.00,25.00,true,0.0400,1.00,25.00,true,1.0000
gem31pro,bf-aedffb054a,2,0.0000,0.00,25.00,false,1.0000,25.00,25.00,true,1.0000,25.00,25.00,true,1.0000,25.00,25.00,true,1.0000
gem31pro,bf-b0926059cd,0,0.0000,0.00,91.00,false,0.0000,0.00,91.00,false,0.0000,0.00,91.00,true,0.0000,0.00,91.00,false,0.0000
gem31pro,bf-b0926059cd,1,0.0000,0.00,91.00,false,0.0000,0.00,91.00,false,0.0440,4.00,91.00,true,0.0549,5.00,91.00,false,0.0549
gem31pro,bf-b0926059cd,2,0.0000,0.00,91.00,false,1.0000,91.00,91.00,true,1.0000,91.00,91.00,true,0.8901,81.00,91.00,true,1.0000
gem31pro,bf-b9eac17de3,0,0.0000,0.00,43.00,false,1.0000,43.00,43.00,true,1.0000,43.00,43.00,true,1.0000,43.00,43.00,true,1.0000
gem31pro,bf-b9eac17de3,1,0.0000,0.00,43.00,false,1.0000,43.00,43.00,true,1.0000,43.00,43.00,true,1.0000,43.00,43.00,true,1.0000
gem31pro,bf-b9eac17de3,2,0.0000,0.00,43.00,false,1.0000,43.00,43.00,true,1.0000,43.00,43.00,true,1.0000,43.00,43.00,true,1.0000
gem31pro,bf-bc7e63859f,0,0.0000,0.00,24.00,false,1.0000,24.00,24.00,true,1.0000,24.00,24.00,true,0.9583,23.00,24.00,true,1.0000
gem31pro,bf-bc7e63859f,1,0.0000,0.00,24.00,false,1.0000,24.00,24.00,true,1.0000,24.00,24.00,true,1.0000,24.00,24.00,true,1.0000
gem31pro,bf-bc7e63859f,2,0.0000,0.00,24.00,false,1.0000,24.00,24.00,true,1.0000,24.00,24.00,true,1.0000,24.00,24.00,true,1.0000
gem31pro,bf-c40881c993,0,0.0000,0.00,32.00,false,0.3438,11.00,32.00,false,1.0000,32.00,32.00,true,0.5312,17.00,32.00,false,1.0000
gem31pro,bf-c40881c993,1,0.0000,0.00,32.00,false,1.0000,32.00,32.00,true,1.0000,32.00,32.00,true,1.0000,32.00,32.00,true,1.0000
gem31pro,bf-c40881c993,2,0.0000,0.00,32.00,false,0.5625,18.00,32.00,false,1.0000,32.00,32.00,true,0.4688,15.00,32.00,false,1.0000
gem31pro,bf-c664c596ed,0,0.0000,0.00,30.00,false,1.0000,30.00,30.00,true,1.0000,30.00,30.00,true,1.0000,30.00,30.00,true,1.0000
gem31pro,bf-c664c596ed,1,0.0000,0.00,30.00,false,0.0333,1.00,30.00,false,0.1000,3.00,30.00,true,0.1333,4.00,30.00,false,0.1333
gem31pro,bf-c664c596ed,2,0.0000,0.00,30.00,false,0.0667,2.00,30.00,false,0.1667,5.00,30.00,true,0.3667,11.00,30.00,false,0.3667
gem31pro,bf-c75541fef6,0,0.0000,0.00,13.00,false,0.0769,1.00,13.00,false,0.8462,11.00,13.00,true,0.0769,1.00,13.00,false,0.8462
gem31pro,bf-c75541fef6,1,0.0000,0.00,13.00,false,0.0769,1.00,13.00,false,0.8462,11.00,13.00,true,0.0769,1.00,13.00,false,0.8462
gem31pro,bf-c75541fef6,2,0.0000,0.00,13.00,false,0.0769,1.00,13.00,false,0.0769,1.00,13.00,true,0.0769,1.00,13.00,false,0.0769
gem31pro,bf-c97cd6fa17,0,0.0000,0.00,32.00,false,0.6875,22.00,32.00,false,1.0000,32.00,32.00,true,0.5938,19.00,32.00,false,1.0000
gem31pro,bf-c97cd6fa17,1,0.0000,0.00,32.00,false,0.6875,22.00,32.00,false,1.0000,32.00,32.00,true,0.4375,14.00,32.00,false,1.0000
gem31pro,bf-c97cd6fa17,2,0.0000,0.00,32.00,false,0.5312,17.00,32.00,false,1.0000,32.00,32.00,true,0.5938,19.00,32.00,false,1.0000
gem31pro,bf-d0e8d00008,0,0.0000,0.00,27.00,false,0.1111,3.00,27.00,false,1.0000,27.00,27.00,true,0.4074,11.00,27.00,false,1.0000
gem31pro,bf-d0e8d00008,1,0.0000,0.00,27.00,false,1.0000,27.00,27.00,true,1.0000,27.00,27.00,true,0.9259,25.00,27.00,true,1.0000
gem31pro,bf-d0e8d00008,2,0.0000,0.00,27.00,false,1.0000,27.00,27.00,true,1.0000,27.00,27.00,true,0.9630,26.00,27.00,true,1.0000
gem31pro,bf-d1228a30ce,0,0.0000,0.00,72.00,false,0.0000,0.00,72.00,false,0.0000,0.00,72.00,true,0.0000,0.00,72.00,false,0.0000
gem31pro,bf-d1228a30ce,1,0.0000,0.00,72.00,false,0.0000,0.00,72.00,false,0.0000,0.00,72.00,true,0.0000,0.00,72.00,false,0.0000
gem31pro,bf-d1228a30ce,2,0.0000,0.00,72.00,false,0.0000,0.00,72.00,false,0.0000,0.00,72.00,true,0.0000,0.00,72.00,false,0.0000
gem31pro,bf-dc4465e435,0,0.0000,0.00,27.00,false,0.5185,14.00,27.00,true,1.0000,27.00,27.00,true,0.4815,13.00,27.00,true,1.0000
gem31pro,bf-dc4465e435,1,0.0000,0.00,27.00,false,0.1852,5.00,27.00,true,1.0000,27.00,27.00,true,0.1852,5.00,27.00,true,1.0000
gem31pro,bf-dc4465e435,2,0.0000,0.00,27.00,false,0.0000,0.00,27.00,false,0.0000,0.00,27.00,true,0.0000,0.00,27.00,false,0.0000
gem31pro,bf-dd28f22b19,0,0.0000,0.00,20.00,false,0.2500,5.00,20.00,true,1.0000,20.00,20.00,true,0.2500,5.00,20.00,true,1.0000
gem31pro,bf-dd28f22b19,1,0.0000,0.00,20.00,false,0.2500,5.00,20.00,true,1.0000,20.00,20.00,true,0.0000,0.00,20.00,true,1.0000
gem31pro,bf-dd28f22b19,2,0.0000,0.00,20.00,false,0.2500,5.00,20.00,true,0.7500,15.00,20.00,true,0.2500,5.00,20.00,true,0.7500
gem31pro,bf-de888bed80,0,0.0000,0.00,27.00,false,1.0000,27.00,27.00,true,1.0000,27.00,27.00,true,1.0000,27.00,27.00,true,1.0000
gem31pro,bf-de888bed80,1,0.0000,0.00,27.00,false,1.0000,27.00,27.00,true,1.0000,27.00,27.00,true,1.0000,27.00,27.00,true,1.0000
gem31pro,bf-de888bed80,2,0.0000,0.00,27.00,false,1.0000,27.00,27.00,true,1.0000,27.00,27.00,true,1.0000,27.00,27.00,true,1.0000
gem31pro,bf-dfbfada14f,0,0.0000,0.00,70.00,false,0.1857,13.00,70.00,false,0.0714,5.00,70.00,true,0.9571,67.00,70.00,false,0.9571
gem31pro,bf-dfbfada14f,1,0.0000,0.00,70.00,false,0.0000,0.00,70.00,false,0.9714,68.00,70.00,true,0.9571,67.00,70.00,false,0.9714
gem31pro,bf-dfbfada14f,2,0.0000,0.00,70.00,false,0.5286,37.00,70.00,false,1.0000,70.00,70.00,true,0.3143,22.00,70.00,false,1.0000
gem31pro,bf-ea4ca2ff65,0,0.0000,0.00,65.00,false,0.3538,23.00,65.00,false,1.0000,65.00,65.00,true,0.9692,63.00,65.00,false,1.0000
gem31pro,bf-ea4ca2ff65,1,0.0000,0.00,65.00,false,0.0923,6.00,65.00,false,1.0000,65.00,65.00,true,0.9846,64.00,65.00,false,1.0000
gem31pro,bf-ea4ca2ff65,2,0.0000,0.00,65.00,false,0.3538,23.00,65.00,false,1.0000,65.00,65.00,true,0.3538,23.00,65.00,false,1.0000
gem31pro,bf-ec1b0219ac,0,0.0000,0.00,27.00,false,0.0370,1.00,27.00,false,0.2593,7.00,27.00,false,0.5556,15.00,27.00,false,0.5556
gem31pro,bf-ec1b0219ac,1,0.0000,0.00,27.00,false,0.2593,7.00,27.00,false,1.0000,27.00,27.00,true,0.1852,5.00,27.00,false,1.0000
gem31pro,bf-ec1b0219ac,2,0.0000,0.00,27.00,false,0.2593,7.00,27.00,false,0.1111,3.00,27.00,true,0.1852,5.00,27.00,false,0.2593
gem31pro,bf-f6817f623b,0,0.0000,0.00,34.00,false,0.4118,14.00,34.00,false,0.0588,2.00,34.00,true,0.0000,0.00,34.00,false,0.4118
gem31pro,bf-f6817f623b,1,0.0000,0.00,34.00,false,0.4118,14.00,34.00,false,0.0588,2.00,34.00,true,0.4118,14.00,34.00,false,0.4118
gem31pro,bf-f6817f623b,2,0.0000,0.00,34.00,false,0.4118,14.00,34.00,false,0.0588,2.00,34.00,true,0.3529,12.00,34.00,false,0.4118
gem31pro,bf-fc3be3969d,0,0.0000,0.00,41.00,false,0.7317,30.00,41.00,false,0.7561,31.00,41.00,true,0.6829,28.00,41.00,false,0.7561
gem31pro,bf-fc3be3969d,1,0.0000,0.00,41.00,false,0.0000,0.00,41.00,false,0.0000,0.00,41.00,true,0.9268,38.00,41.00,false,0.9268
gem31pro,bf-fc3be3969d,2,0.0000,0.00,41.00,false,0.7561,31.00,41.00,false,1.0000,41.00,41.00,true,0.8293,34.00,41.00,false,1.0000
gem31pro,bf-fcb94dc80c,0,0.0000,0.00,28.00,false,0.0714,2.00,28.00,false,0.0714,2.00,28.00,true,0.0714,2.00,28.00,false,0.0714
gem31pro,bf-fcb94dc80c,1,0.0000,0.00,28.00,false,0.0714,2.00,28.00,false,0.0714,2.00,28.00,true,0.0357,1.00,28.00,false,0.0714
gem31pro,bf-fcb94dc80c,2,0.0000,0.00,28.00,false,0.0000,0.00,28.00,false,0.0714,2.00,28.00,true,0.0000,0.00,28.00,false,0.0714
gem31pro,bf-fdfa344920,0,0.0000,0.00,33.00,false,1.0000,33.00,33.00,true,1.0000,33.00,33.00,true,0.1818,6.00,33.00,false,1.0000
gem31pro,bf-fdfa344920,1,0.0000,0.00,33.00,false,0.0000,0.00,33.00,false,0.0000,0.00,33.00,true,0.1212,4.00,33.00,false,0.1212
gem31pro,bf-fdfa344920,2,0.0000,0.00,33.00,false,0.0000,0.00,33.00,false,0.0000,0.00,33.00,true,0.0606,2.00,33.00,false,0.0606
gem3flash,bf-0a8c20169a,0,0.0000,0.00,24.00,false,0.4167,10.00,24.00,false,0.0833,2.00,24.00,false,0.4167,10.00,24.00,false,0.4167
gem3flash,bf-0a8c20169a,1,0.0000,0.00,24.00,false,1.0000,24.00,24.00,true,1.0000,24.00,24.00,true,1.0000,24.00,24.00,true,1.0000
gem3flash,bf-0a8c20169a,2,0.0000,0.00,24.00,false,1.0000,24.00,24.00,true,1.0000,24.00,24.00,true,1.0000,24.00,24.00,true,1.0000
gem3flash,bf-0e2b33b21b,0,0.0000,0.00,27.00,false,0.4074,11.00,27.00,false,0.0000,0.00,27.00,false,0.2593,7.00,27.00,false,0.4074
gem3flash,bf-0e2b33b21b,1,0.0000,0.00,27.00,false,1.0000,27.00,27.00,false,0.5185,14.00,27.00,false,0.2593,7.00,27.00,false,1.0000
gem3flash,bf-0e2b33b21b,2,0.0000,0.00,27.00,false,0.3704,10.00,27.00,false,0.0000,0.00,27.00,false,0.3704,10.00,27.00,false,0.3704
gem3flash,bf-14e00db503,0,0.0000,0.00,23.00,false,1.0000,23.00,23.00,true,0.6522,15.00,23.00,true,0.8696,20.00,23.00,true,1.0000
gem3flash,bf-14e00db503,1,0.0000,0.00,23.00,false,1.0000,23.00,23.00,true,0.0000,0.00,23.00,true,0.9130,21.00,23.00,true,1.0000
gem3flash,bf-14e00db503,2,0.0000,0.00,23.00,false,1.0000,23.00,23.00,true,1.0000,23.00,23.00,true,1.0000,23.00,23.00,true,1.0000
gem3flash,bf-20474b5540,0,0.0000,0.00,30.00,false,0.0000,0.00,30.00,false,0.0000,0.00,30.00,false,0.0667,2.00,30.00,false,0.0667
gem3flash,bf-20474b5540,1,0.0000,0.00,30.00,false,1.0000,30.00,30.00,true,1.0000,30.00,30.00,true,0.9333,28.00,30.00,true,1.0000
gem3flash,bf-20474b5540,2,0.0000,0.00,30.00,false,1.0000,30.00,30.00,true,1.0000,30.00,30.00,true,0.9333,28.00,30.00,true,1.0000
gem3flash,bf-2c01534176,0,0.0000,0.00,36.00,false,0.4167,15.00,36.00,false,0.0833,3.00,36.00,true,0.4722,17.00,36.00,false,0.4722
